1491366638750,0,-32,8,-17,27,-20,42,72,3
1491366638750,0,7,7,0,6,4,0,7,-8
1491366638799,1,-3,4,18,4,22,18,18,8
1491366638799,1,-7,0,-2,-15,3,-18,-5,-9
1491366638800,2,34,4,12,-1,11,-8,-20,12
1491366638800,2,-12,-3,-5,-3,-5,-4,-4,6
1491366638802,3,-18,-9,-12,-7,-10,-7,-10,-2
1491366638802,3,18,5,-4,6,-9,-15,-52,-10
1491366638803,0,-8,-10,-1,-8,-1,-20,-43,6
1491366638803,0,7,5,9,2,8,33,96,4
1491366638848,1,-17,-10,-2,-3,1,-6,-5,1
1491366638848,1,13,2,5,-1,-5,3,7,-14
1491366638849,2,10,2,4,0,1,-19,-46,24
1491366638849,2,-2,5,3,-2,0,-6,19,3
1491366638896,1,-2,3,14,9,4,18,83,-2
1491366638896,1,-1,-2,-22,3,-1,5,-11,4
1491366638897,2,7,7,33,-1,2,0,54,4
1491366638897,2,-13,-4,-13,6,1,-1,-11,7
1491366638897,3,-10,-3,9,7,2,1,-37,-16
1491366638897,3,19,-1,6,-18,-3,-5,-15,8
1491366638898,0,12,3,2,0,4,10,10,9
1491366638898,0,-3,-4,3,8,2,4,1,-1
1491366638945,2,-9,-2,-1,-13,-12,-17,-80,-17
1491366638945,2,8,5,2,4,7,21,89,22
1491366638946,3,5,-2,-10,4,7,2,1,1
1491366638946,3,-10,-6,4,4,-2,4,7,10
1491366638993,3,21,3,-3,7,6,-2,-51,7
1491366638993,3,-6,-3,2,11,1,3,40,5
1491366638995,0,-5,-1,-25,-20,-6,-2,-6,-12
1491366638995,0,-10,1,22,-3,1,-6,5,-1
1491366638996,1,12,5,-6,-1,-11,-18,-78,-6
1491366638996,1,-5,-7,0,3,8,17,85,16
1491366638997,2,-25,-12,-13,-3,-1,-1,-49,-14
1491366638997,2,18,5,-7,0,5,19,106,0
1491366639042,0,-28,-6,-7,14,-3,-6,43,10
1491366639042,0,10,1,11,-17,-5,-4,-23,-12
1491366639043,1,-3,2,15,14,5,3,-11,-8
1491366639043,1,-21,3,-14,-13,-3,8,14,-14
1491366639091,0,-14,-4,0,0,2,-1,-22,-12
1491366639091,0,-13,-2,-13,-1,2,2,10,2
1491366639092,1,7,-1,-21,-4,-5,-10,-64,-8
1491366639092,1,2,-2,32,1,-4,-2,74,7
1491366639092,2,-6,-4,-1,11,13,7,-7,-6
1491366639092,2,-7,-3,-3,-11,-1,10,17,4
1491366639093,3,0,1,-8,2,-3,1,-2,-12
1491366639093,3,5,7,-12,-9,-8,-19,-115,17
1491366639140,1,-13,0,-3,6,3,-3,-74,-15
1491366639140,1,-3,7,10,-8,1,14,86,26
1491366639141,2,22,4,-11,-5,0,6,-3,-7
1491366639141,2,-5,-3,-4,2,0,-3,-14,-3
1491366639189,2,7,2,-9,-4,-7,-11,-46,-6
1491366639189,2,-23,-1,2,7,11,13,-6,-8
1491366639190,3,-15,-7,-7,10,3,-1,5,-8
1491366639190,3,15,-1,12,-12,-1,-1,32,-3
1491366639191,0,-15,1,0,2,4,1,5,-1
1491366639191,0,12,0,-3,1,-4,-9,-90,6
1491366639192,1,8,0,4,0,0,4,105,6
1491366639192,1,-30,-4,-4,0,-1,9,38,-12
1491366639237,3,12,-4,-13,5,10,1,51,22
1491366639237,3,3,0,21,3,-2,1,-36,-17
1491366639239,0,0,1,-10,-5,2,1,9,3
1491366639239,0,-4,0,2,-2,-2,-12,-24,-8
1491366639287,0,-13,-6,-26,-4,3,3,30,-3
1491366639287,0,6,-5,-3,1,-7,-13,0,16
1491366639288,1,-9,1,12,-7,3,0,-73,-16
1491366639288,1,8,3,-20,-10,-13,-12,0,4
1491366639289,2,1,-5,-9,19,6,1,-15,-2
1491366639289,2,10,2,-14,-20,-3,-2,-13,8
1491366639290,3,-2,4,7,5,5,14,58,10
1491366639290,3,11,3,13,-1,-1,-2,-85,-14
1491366639335,1,24,1,2,-1,2,9,-16,17
1491366639335,1,-7,-4,-4,-6,-3,-12,39,-3
1491366639336,2,17,3,16,1,1,6,8,9
1491366639336,2,-22,-5,-3,-1,3,7,-19,-21
1491366639383,2,-8,-4,17,-3,-2,8,2,-5
1491366639383,2,11,0,-16,11,2,-4,-19,3
1491366639385,3,8,1,12,-4,-13,-24,-72,1
1491366639385,3,-29,-5,5,2,2,5,42,-16
1491366639386,0,5,3,19,0,-4,-3,-11,-14
1491366639386,0,2,-2,-27,-2,1,-6,-61,1
1491366639387,1,-15,11,1,-2,-3,-2,80,7
1491366639387,1,7,2,7,1,7,10,41,-6
1491366639432,2,-9,-3,-7,-4,5,-2,-15,13
1491366639432,2,-18,-8,-2,5,9,8,40,-13
1491366639434,3,29,0,-11,-3,-1,-3,-13,3
1491366639434,3,6,0,-9,-16,-10,-12,-87,-5
1491366639481,3,-16,10,19,1,5,3,-1,-10
1491366639481,3,5,2,9,-6,0,-12,-82,2
1491366639483,0,6,-7,-13,-3,-8,-9,80,1
1491366639483,0,-4,2,-4,-2,-1,11,43,4
1491366639484,1,-7,4,5,9,5,8,0,-9
1491366639484,1,15,0,-5,9,-7,4,-15,11
1491366639485,2,-37,-5,-7,-7,-2,-8,-43,-22
1491366639485,2,21,-6,25,7,-1,-7,-11,-4
1491366639530,0,-6,1,-11,-3,5,3,28,9
1491366639530,0,11,-1,3,-5,1,14,-6,-3
1491366639531,1,-34,-14,-1,5,-6,-7,-34,-24
1491366639531,1,-1,-5,2,8,-6,-14,-42,0
1491366639579,1,-3,0,-6,-16,-6,1,31,8
1491366639579,1,-3,-3,-5,4,-1,5,17,6
1491366639580,2,8,6,5,-11,-4,-4,-44,-11
1491366639580,2,-10,-1,0,0,-9,-10,20,18
1491366639581,3,-21,-11,-19,-5,-3,0,-43,-19
1491366639581,3,17,4,-8,-1,7,4,54,20
1491366639581,0,-13,-4,-4,5,3,-7,-94,-9
1491366639581,0,7,-1,1,3,-8,-16,4,-11
1491366639627,2,1,-2,-16,5,5,14,20,12
1491366639627,2,16,3,8,-4,-7,-14,-113,-5
1491366639630,3,7,0,9,1,0,-10,-84,-9
1491366639630,3,-8,-3,-31,-1,-3,8,124,13
1491366639676,3,9,6,10,1,8,5,-35,3
1491366639676,3,-7,-1,-2,-4,5,6,38,3
1491366639677,0,-3,2,1,6,9,10,-7,1
1491366639677,0,-12,-8,-2,-4,-9,-12,-33,-14
1491366639678,1,-22,-1,0,-1,-1,-3,20,-22
1491366639678,1,13,2,-8,-6,-3,-2,-22,10
1491366639679,2,32,10,18,-2,-2,-1,-33,6
1491366639679,2,12,-4,-16,-4,3,7,2,6
1491366639725,0,-11,-8,4,-9,-2,11,-26,-12
1491366639725,0,-2,-3,3,4,3,2,20,-5
1491366639726,1,2,-2,-3,1,-8,-16,-28,7
1491366639726,1,-3,4,17,5,4,5,-85,-9
1491366639773,1,-15,2,-8,-14,0,11,13,2
1491366639773,1,-5,-7,1,-6,-5,-5,-22,-11
1491366639775,2,10,-4,-16,4,-1,-4,11,2
1491366639775,2,12,3,11,1,-9,-7,-5,-14
1491366639777,3,-4,5,8,11,1,3,60,18
1491366639777,3,-9,-5,0,-8,-2,-12,-51,-26
1491366639778,0,-5,-3,-4,8,6,29,64,16
1491366639778,0,6,2,18,10,2,-1,-50,23
1491366639822,1,4,-13,-1,7,7,6,-3,1
1491366639822,1,-6,-15,-20,2,-1,-6,-37,-14
1491366639823,2,1,-3,12,-3,-5,-7,-6,4
1491366639823,2,23,-3,-8,-8,-4,4,-2,3
1491366639871,2,-5,1,4,6,1,-9,10,-6
1491366639871,2,0,8,-2,-18,-4,-5,-12,-7
1491366639872,3,-1,5,-12,-1,-2,1,-13,8
1491366639872,3,-4,0,0,7,4,-9,-12,-13
1491366639873,0,6,1,4,-10,-5,-5,-44,-7
1491366639873,0,-2,-1,-15,3,1,-2,-87,-15
1491366639874,1,8,-1,-1,-2,-6,17,112,23
1491366639874,1,11,5,6,0,1,4,13,12
1491366639920,3,-7,3,4,17,6,7,-18,-2
1491366639920,3,29,17,12,-15,-5,-3,-50,24
1491366639923,0,3,0,-7,-2,-5,-13,-50,-8
1491366639923,0,-35,-11,2,5,3,3,60,-9
1491366639968,0,-9,0,2,5,-1,2,33,24
1491366639968,0,1,1,-2,0,5,14,-10,-30
1491366639970,1,8,-5,5,-2,-3,3,-54,-6
1491366639970,1,10,-17,-24,-8,-7,-12,49,5
1491366639971,2,3,4,12,-16,-3,4,37,8
1491366639971,2,6,-5,-12,13,1,-8,-28,-5
1491366639972,3,-14,9,15,-14,6,12,84,8
1491366639972,3,-7,-6,-5,6,3,2,-7,8
1491366640021,1,34,-2,-29,3,5,-7,-55,-6
1491366640021,1,-21,0,53,4,-2,4,0,-6
1491366640022,2,6,-4,-9,3,1,5,1,-4
1491366640022,2,-10,-5,-8,-6,-12,-29,-122,-18
1491366640067,2,13,-6,4,-6,-2,1,3,0
1491366640067,2,-1,-2,-28,-3,-1,2,30,14
1491366640068,3,-2,-6,-14,-3,-8,-9,-45,-1
1491366640068,3,-26,0,32,-3,-15,-21,-37,-29
1491366640069,0,6,3,-16,2,5,8,-6,-2
1491366640069,0,9,1,16,0,2,3,14,13
1491366640079,1,-6,-1,12,-7,-9,-7,26,0
1491366640079,1,4,4,-19,5,10,13,4,5
1491366640115,3,4,-5,18,21,8,-10,-103,-13
1491366640115,3,-5,-1,-2,-17,0,6,72,27
1491366640116,0,10,-2,1,-6,-4,-17,34,-15
1491366640116,0,8,5,-18,-3,0,8,-42,7
1491366640163,3,-14,-2,32,4,-2,0,-35,-3
1491366640163,3,21,-3,-21,6,-2,-5,4,-3
1491366640165,0,5,-1,13,-7,-3,-5,2,9
1491366640165,0,-1,-5,-4,-1,-7,-5,38,-8
1491366640166,1,-7,-2,-14,-1,4,12,9,17
1491366640166,1,1,-1,1,4,-1,-3,8,-15
1491366640170,2,-33,-2,-5,-6,-6,-17,-62,-11
1491366640170,2,26,5,-18,-2,3,9,81,9
1491366640212,0,11,5,-9,6,8,11,66,7
1491366640212,0,-16,-4,28,-11,-8,-12,-13,-12
1491366640213,1,8,-2,4,7,5,13,54,7
1491366640213,1,-3,6,-7,2,2,0,-6,1
1491366640261,1,-14,-1,10,-6,1,-1,-5,2
1491366640261,1,15,-7,-12,7,0,-10,-17,-20
1491366640262,2,-6,-5,4,-6,2,-4,-63,2
1491366640262,2,-9,-5,-4,6,6,8,28,-3
1491366640263,3,-3,1,-15,-5,-7,-8,-7,3
1491366640263,3,-16,6,46,-3,-8,-13,26,-6
1491366640264,0,-15,-6,3,0,2,16,32,-6
1491366640264,0,16,2,-6,4,1,4,-27,9
1491366640310,2,-11,-6,7,-10,-8,-9,-24,-13
1491366640310,2,-11,2,-11,1,4,-8,-47,-4
1491366640311,3,-6,-3,11,-5,-6,-10,-87,-20
1491366640311,3,24,1,-8,-5,-1,22,97,20
1491366640358,3,-15,-2,34,1,-1,3,63,14
1491366640358,3,-15,-2,-24,-14,-9,-9,-96,-10
1491366640361,0,16,2,12,9,3,4,109,8
1491366640361,0,-16,-5,-14,-7,-9,-6,-12,12
1491366640362,1,24,-2,-14,-9,3,1,-12,-18
1491366640362,1,11,-2,-15,-6,4,13,12,-5
1491366640369,2,-1,3,-2,9,-9,-20,-64,-9
1491366640369,2,-8,-4,-3,-10,-5,-3,-5,-7
1491366640407,0,3,2,13,-3,-4,3,49,4
1491366640407,0,16,5,8,-1,3,6,42,30
1491366640408,1,-17,-5,-30,-3,-2,-7,-11,-14
1491366640408,1,2,-4,-1,4,15,5,20,3
1491366640456,1,-2,5,-30,-7,0,-5,-54,-10
1491366640456,1,5,6,20,5,-2,-5,47,-1
1491366640457,2,1,0,14,1,0,-2,-82,5
1491366640457,2,5,-5,-3,2,-2,2,32,-12
1491366640458,3,5,3,21,13,3,1,16,8
1491366640458,3,-13,-1,-30,-11,-3,5,4,-19
1491366640458,0,-9,-1,-6,1,2,4,-7,22
1491366640458,0,8,2,7,2,-3,-10,-41,-13
