1490743737084,89,-37,-37,-18,-38,-79,-112,-41,-14,-54,13,-108,-14,21,66,-1
1490743737132,111,16,-15,-95,53,39,93,56,29,-13,-9,68,-98,-119,-125,-94
1490743737134,-128,23,12,19,-50,57,-70,-61,15,127,-61,-44,4,105,116,36
1490743737182,-105,1,12,7,33,82,108,40,88,-106,1,53,54,-128,-126,-3
1490743737230,29,-100,12,61,-36,-70,108,14,-50,-25,-14,-94,-75,-30,-115,-54
1490743737279,84,-19,22,48,-25,18,-85,3,-57,-36,-15,39,127,-27,7,-54
1490743737328,-105,-78,13,32,26,-127,-101,-64,95,-23,18,-62,14,127,42,53
1490743737376,-87,42,21,-4,99,74,120,68,58,56,45,102,-83,-13,77,23
1490743737425,33,-17,-17,-9,-19,-45,37,60,-33,2,-18,44,-82,-15,-102,-75
1490743737426,4,127,62,111,-37,62,-60,-25,50,-122,6,-99,-81,-107,127,73
1490743737474,-8,-42,-30,-85,-57,-22,-22,30,65,63,25,63,64,18,-128,-23
1490743737523,19,27,-44,-69,-6,69,18,37,40,41,-27,32,127,50,63,48
1490743737571,49,118,38,-4,2,23,127,107,-66,-80,-81,-85,-11,-89,-8,-63
1490743737572,-7,-35,-13,-46,-87,-20,-72,-54,-6,2,25,32,60,-16,41,6
1490743737621,-121,75,28,127,83,30,-97,-82,-11,54,28,-8,-88,127,127,53
1490743737669,6,-114,-3,64,-79,-68,-66,31,-13,75,25,57,11,127,39,56
1490743737718,85,-43,-23,-98,-125,-60,-42,8,-72,-112,-24,29,91,-20,-48,1
1490743737767,-6,73,15,80,-23,127,39,16,-11,120,7,1,-122,-13,15,-5
1490743737863,-79,-11,-40,-10,21,48,115,55,7,-9,-18,-65,-105,-63,-27,-23
1490743737865,35,-92,4,-55,-98,-44,-34,25,-3,10,9,-30,44,-1,5,-30
1490743737866,-5,-43,-18,-77,80,-80,20,-4,-10,-70,10,127,77,32,-23,1
1490743737913,57,-5,-28,-11,126,78,65,24,-53,4,39,52,-71,-35,-10,6
1490743737962,14,-1,19,-3,56,23,-15,-7,21,2,12,-38,-33,6,65,25
1490743738010,-10,0,20,54,6,59,43,17,12,-4,-19,-72,15,64,-9,20
1490743738011,-22,3,-8,-103,-114,-65,-46,-13,29,0,-54,-27,-71,60,37,11
1490743738059,3,4,-17,69,-13,-35,-3,-16,17,-4,46,90,-63,1,-10,2
1490743738108,-60,-5,-5,-15,16,-15,-12,-17,15,-26,11,70,63,13,3,-35
1490743738157,18,-12,40,-48,-115,-35,-1,18,28,-24,-67,-46,9,-48,-37,-6
1490743738205,-16,-79,88,99,-70,-43,-3,-3,70,-97,-4,-12,20,-23,-24,-2
1490743738253,62,68,-16,-29,51,23,9,0,-52,58,29,-34,-45,-18,-12,-12
