1491332934806,0,0,2,-1,-2,-4,-6,-9,-6
1491332934806,0,8,0,0,-3,-2,-9,13,4
1491332934807,1,-39,-7,3,-2,2,1,-17,-5
1491332934807,1,8,-8,-1,-1,1,2,8,1
1491332934808,2,18,-4,1,0,5,1,0,9
1491332934808,2,11,-5,2,3,-3,-9,-13,-1
1491332934813,3,-3,-13,-1,-3,-8,-23,-20,-7
1491332934813,3,-9,-16,-6,-3,-4,-12,-16,-9
1491332934855,0,-58,-10,-2,4,-1,4,37,6
1491332934855,0,7,2,-4,2,-2,-7,3,-2
1491332934856,1,39,1,-4,0,-2,-14,5,2
1491332934856,1,26,2,2,-2,-2,-8,-18,-9
1491332934857,2,41,0,1,-2,1,8,-7,-7
1491332934857,2,-24,-16,0,-4,-2,0,-8,0
1491332934857,1,19,-4,-3,-5,-2,-5,1,-2
1491332934857,1,18,1,5,1,2,3,5,5
1491332934903,2,-44,-9,-3,-1,0,-11,-14,-20
1491332934903,2,6,-4,-3,0,4,10,-12,-11
1491332934904,3,-4,3,-2,-4,3,19,27,10
1491332934904,3,0,-11,-3,-1,-2,4,12,8
1491332934905,2,-2,6,-4,1,0,-12,-6,2
1491332934905,2,-14,1,0,1,2,1,7,7
1491332934952,3,61,6,-1,0,-2,-2,-5,-6
1491332934952,3,-26,-3,-1,-5,-1,-2,-3,-9
1491332934953,0,36,-3,0,-1,-1,1,8,5
1491332934953,0,-30,-2,-2,-3,-6,-2,-13,-9
1491332934954,1,11,6,-4,0,-2,-4,1,-8
1491332934954,1,60,3,0,2,1,-3,-1,7
1491332934955,3,-11,-9,1,-1,-2,5,-4,-3
1491332934955,3,6,-12,0,1,2,5,-8,5
1491332935001,0,9,-10,-1,0,5,6,-1,0
1491332935001,0,9,2,-2,-3,2,-1,-3,-12
1491332935002,1,1,-3,-2,-4,-3,2,0,-5
1491332935002,1,4,4,2,0,2,5,11,3
1491332935004,0,58,-1,1,0,-2,7,8,5
1491332935004,0,-7,3,-1,-1,-2,-1,3,-4
1491332935005,1,-6,6,0,4,1,-4,0,7
1491332935005,1,0,4,1,3,4,-2,3,0
1491332935049,2,-11,0,0,-2,2,-4,-12,2
1491332935049,2,10,4,-2,-4,0,-4,-8,-1
1491332935051,3,-35,-8,1,-1,6,8,7,5
1491332935051,3,44,-6,-5,-2,3,-1,3,6
1491332935052,0,-20,1,-3,-4,-3,-7,-5,-15
