1490743979419,-84,-61,-66,36,-62,36,44,30,106,-17,94,86,-111,-37,24,-50
1490743979467,-65,10,50,61,15,61,-23,-11,-30,0,-72,-55,20,127,3,27
1490743979468,76,4,94,74,-2,-81,-53,20,-76,0,5,5,17,-58,4,-55
1490743979517,8,1,-9,-27,7,-13,31,15,-12,5,79,-4,1,-52,-1,17
1490743979565,-29,2,-30,56,-7,1,20,41,32,-5,-123,-94,-3,13,-126,15
1490743979614,47,4,-19,-11,-3,3,95,50,-6,4,39,-46,-8,-7,20,-52
1490743979663,10,-3,27,38,5,-2,10,10,120,3,-14,28,-1,9,34,106
1490743979711,-69,-1,19,-98,6,-18,3,-17,-55,4,68,-12,8,-4,-52,-35
1490743979712,86,0,-128,-15,-2,9,23,54,53,-3,39,78,-2,-2,3,-45
1490743979760,127,9,8,-20,-6,-6,66,93,-23,43,-23,-71,-17,-14,-11,-94
1490743979809,-54,-16,11,-4,12,8,64,99,10,1,-27,-8,-52,-36,-73,116
1490743979858,-6,-15,56,31,-16,14,-3,4,100,5,-7,62,78,27,62,94
1490743979906,8,24,-97,29,-57,2,65,48,-82,-11,-32,-51,-65,32,127,-62
1490743979907,27,-24,52,-7,8,28,-13,-2,54,5,40,75,85,-2,36,-59
1490743979955,-79,7,20,88,-13,-40,36,33,-18,11,-128,31,108,-2,-40,-22
1490743980005,8,-5,-9,43,125,15,16,4,-10,-10,-104,14,79,11,-51,-36
1490743980053,-112,1,-128,-115,-68,3,84,-20,19,-18,-46,-52,-128,32,-14,-37
1490743980102,-73,-25,-54,-50,-53,-11,15,35,14,-16,-81,5,34,-29,59,-12
1490743980150,-9,8,-14,99,20,7,-110,12,67,-35,-72,75,-34,-1,-11,65
1490743980152,8,65,95,-75,20,28,-68,-30,107,-12,-2,-90,-1,21,73,127
1490743980199,113,111,-70,4,17,-4,110,69,-92,46,97,-15,0,1,60,-97
1490743980248,-88,122,-14,22,10,-4,-3,-27,-42,50,-72,-20,4,7,-89,-104
1490743980297,-128,46,116,-6,7,1,-116,84,-27,-93,-37,-12,-4,1,88,-84
1490743980345,61,113,63,2,1,4,-80,47,33,15,118,-1,0,0,-105,-41
1490743980346,39,49,45,41,1,1,20,-12,8,111,-50,-52,0,1,45,-16
1490743980394,-53,58,-44,3,0,5,105,-15,-40,47,50,65,0,-3,-21,-24
1490743980443,-39,-33,-35,-126,0,-5,127,51,4,-30,21,-91,0,-2,-50,56
1490743980492,-105,-47,65,83,0,8,-122,-84,-28,-46,118,29,-1,-3,-101,-81
1490743980540,0,10,61,66,-1,-7,-77,-45,-79,-52,-99,-19,-1,-4,-11,57
1490743980588,39,22,-70,3,0,-2,-114,-5,-40,-13,-45,-26,-1,-6,-18,-41
1490743980590,60,-57,-70,86,-1,-15,-13,-7,127,-36,-8,42,-1,-5,122,-62
1490743980686,-128,-56,95,85,0,13,-28,-20,-128,-93,-19,124,-1,4,16,-35
1490743980688,48,56,-83,13,-1,-3,14,17,66,83,-83,-128,-1,-9,84,43
1490743980735,41,-119,-29,-90,-1,-1,-117,120,-115,-128,127,-18,-1,-15,-27,-58
1490743980784,115,43,8,-93,-1,-27,58,-20,45,18,10,-8,0,10,-22,-127
1490743980832,-23,-49,85,127,-1,4,-28,-85,77,-51,42,-60,-1,20,-73,7
1490743980833,1,-71,30,0,0,4,-82,-47,-82,-116,55,-99,0,11,-72,-78
1490743980882,8,-128,53,-26,-1,-15,-77,-16,-86,-128,3,-8,-1,10,-86,-84
1490743980930,55,-65,67,-11,-1,-13,74,56,-48,-10,76,25,-1,6,-7,101
1490743980979,29,117,63,-51,-1,14,63,43,-46,57,-58,9,-1,-2,62,104
1490743981027,-44,-25,48,-19,-1,8,-15,-97,22,-31,42,38,-1,-13,-23,-53
1490743981029,-3,6,-6,-1,-1,-3,-6,-34,4,-15,-8,5,-1,-3,1,-60
1490743981077,-48,-13,-6,-8,-1,0,-13,32,-30,24,47,5,0,-6,-85,-6
1490743981125,12,9,19,0,-1,-10,1,33,47,-5,0,3,-1,5,-62,50
1490743981193,-27,2,2,-2,-1,-2,-55,60,-33,-11,-21,1,0,-1,-3,68
1490743981271,25,0,26,13,-1,-6,7,86,84,3,-25,-15,0,-7,-40,17
1490743981272,-83,-17,0,-7,-1,11,28,-101,-91,-6,-23,-3,-1,-7,-33,-108
1490743981273,70,16,16,-14,-1,-3,17,16,2,40,13,18,-1,-5,-71,5
1490743981320,57,-19,12,3,-1,17,-3,-8,4,-53,-62,-39,-1,4,97,31
1490743981417,60,-36,7,45,-1,-10,-42,12,-54,-3,-60,58,0,-34,24,12
1490743981418,25,40,36,16,18,-75,-3,22,-58,-10,20,81,102,-19,28,6
1490743981467,70,58,-65,-97,46,28,61,13,-5,-126,-49,-128,40,-23,-37,-62
