1491694746677,0,36,-9,7,-90,76,-104,-31,69
1491694746677,0,57,-73,31,102,-79,-36,105,-98
1491694746677,1,-95,-106,41,117,-65,52,115,-114
1491694746677,1,-99,-60,26,103,-46,95,101,-128
1491694746678,2,-128,63,-23,116,-29,127,32,-128
1491694746678,2,-122,126,-14,33,41,127,26,-92
1491694746725,3,-66,127,-31,-38,-16,67,-42,-127
1491694746725,3,-128,125,-14,48,-27,52,-47,-77
1491694746727,0,-96,-96,-3,37,21,32,-47,-84
1491694746727,0,-40,-106,-1,16,12,17,-16,-25
1491694746728,1,41,23,-7,-50,96,64,14,59
1491694746728,1,118,23,2,-127,-23,-97,-61,125
1491694746728,2,103,42,3,-108,57,-103,-38,114
1491694746728,2,126,-3,-5,-128,-96,-128,-49,127
1491694746774,3,111,-62,-2,-71,7,19,-15,127
1491694746774,3,127,-18,3,42,26,22,-44,127
1491694746776,0,7,-28,12,-34,30,-47,34,87
1491694746776,0,85,-26,-9,-42,55,78,5,122
1491694746777,1,4,-39,0,-79,-26,-34,-5,125
1491694746777,1,43,-37,-4,-107,40,-98,2,118
1491694746777,2,98,-53,-2,-90,-58,-36,-30,94
1491694746777,2,7,9,-2,83,40,-113,-13,82
1491694746823,3,16,9,-1,64,-63,-128,-18,4
1491694746823,3,-22,0,0,60,-11,-4,7,-67
1491694746824,0,-83,21,8,89,-24,122,25,-53
1491694746824,0,-92,48,0,-6,-22,106,-16,-105
1491694746826,2,-107,54,-5,49,-54,25,11,-128
1491694746826,2,-60,23,12,54,27,47,31,-64
1491694746827,3,-7,-30,1,22,-26,-67,-10,-48
1491694746827,3,56,-17,7,-14,47,-8,-12,-9
1491694746871,0,60,-25,-4,-1,-24,-10,25,10
1491694746871,0,-21,-34,-2,-43,49,-69,-31,40
1491694746873,1,45,-23,3,-40,28,-60,-13,69
1491694746873,1,60,-13,-40,-68,-22,-53,44,84
1491694746875,3,-54,22,4,75,-25,30,17,-56
1491694746875,3,-22,-13,46,48,19,40,-12,-20
1491694746876,0,24,4,25,21,17,6,36,-7
1491694746876,0,-3,-1,7,-82,-15,-22,-32,-5
1491694746920,1,-5,-2,53,-35,4,27,10,6
1491694746920,1,-39,-9,98,17,26,3,-17,-38
