1490653982188,111,40,-99,-112,84,102,74,68,71,13,106,102,-24,-103,-95,-37
1490653982237,-125,79,-46,90,-128,8,-46,-62,-116,-21,-48,-128,-12,2,1,-16
1490653982238,-36,14,127,-56,127,73,89,104,-90,-121,-37,59,-128,-97,-91,-110
1490653982286,69,48,-10,-41,97,42,38,-88,86,90,-52,124,36,9,100,127
1490653982335,16,-13,-97,95,110,38,-16,20,13,108,97,-110,-61,3,-29,-121
1490653982384,1,-19,5,-47,-114,-124,-123,19,12,24,28,-93,87,127,73,116
1490653982432,76,-5,-110,76,0,75,46,87,-24,-20,-128,-78,35,-43,-55,68
1490653982480,14,-27,99,-59,-39,-2,28,-47,-19,-45,-38,-16,-26,-7,66,-128
1490653982482,7,63,35,-41,-24,-1,-115,-102,73,-65,-5,16,113,-103,-37,2
1490653982530,-15,47,56,-9,77,104,25,-106,76,-32,4,123,-78,-38,-88,45
1490653982579,-11,-52,-128,-54,-21,-119,-90,34,-5,-16,51,43,52,43,-23,6
1490653982627,49,45,102,20,-9,64,-62,-22,2,127,54,33,-17,-96,-1,14
1490653982676,28,-84,75,55,-59,28,-77,-40,-6,-11,-29,27,-57,28,74,37
1490653982677,32,59,48,-124,-90,11,17,51,11,25,-41,-116,116,-70,-103,-79
1490653982725,5,17,2,72,-37,52,39,-48,-21,13,127,11,14,-19,-76,20
1490653982774,80,-72,-89,45,26,-128,51,12,74,-16,-125,-87,-128,-13,-60,-42
1490653982822,67,-23,22,-41,125,83,6,54,-21,-128,-79,-63,68,-38,-77,-33
1490653982871,-92,14,127,107,127,20,87,-26,-74,-74,4,44,-60,-9,33,-33
1490653982919,-106,96,88,-22,74,31,-15,-25,-5,127,124,-19,73,90,60,10
1490653982920,-6,75,-33,-30,42,-105,-95,-128,-55,-28,48,-69,-109,-87,127,-7
1490653982969,119,75,-9,7,-82,127,-119,-28,127,-90,116,-15,-128,106,-128,45
1490653983017,18,73,-35,48,-43,27,-45,116,107,127,-26,-41,-26,2,-32,101
1490653983067,28,77,122,-31,-4,14,-89,-76,16,-7,127,-43,-4,98,-113,-36
1490653983114,-11,-70,-62,125,-3,-128,21,-67,3,-39,3,-55,-6,2,58,61
1490653983116,-20,-26,105,-10,-111,99,-57,47,-73,-84,101,102,-33,32,127,-114
1490653983164,-83,-122,-104,79,115,-33,-46,-112,-14,0,-80,4,19,-51,-66,-62
1490653983260,7,34,-30,24,-4,25,61,89,-20,38,-20,-18,-31,2,-50,-41
1490653983262,4,-13,-12,-28,-1,-2,-3,-34,25,6,-74,24,0,-9,78,40
1490653983310,-56,-35,41,8,19,-75,-25,-28,-17,7,16,24,27,66,-38,2
1490653983358,2,-80,35,19,-22,64,-20,-33,103,36,-36,4,29,22,-7,3
1490653983407,-30,83,-121,1,-44,-55,-72,1,-5,50,82,13,7,-23,1,23
1490653983408,77,52,127,127,69,-89,6,-27,117,-105,-71,-48,-64,-10,55,-8
1490653983456,-60,-97,66,19,15,79,23,-2,-6,-128,-22,46,-13,-35,-45,-4
1490653983505,-21,127,69,68,-47,-79,10,-2,-23,112,7,-87,-4,-48,-22,-28
1490653983554,-52,29,0,59,-90,-30,-46,-79,-39,62,17,-60,-53,-22,-12,73
1490653983602,-49,54,122,-22,127,109,59,26,-87,-110,-128,43,127,-70,-14,-8
1490653983603,46,-34,-128,85,-93,73,7,24,-25,3,127,-2,11,-53,28,70
1490653983651,-53,-13,-23,-128,43,41,12,-71,-35,-103,-126,112,-126,-72,-68,-12
1490653983700,45,-33,-49,86,97,-88,-22,15,28,-16,76,-83,-81,-109,-128,-90
1490653983749,66,-12,53,-64,56,-12,89,72,29,127,67,-57,41,55,-13,6
1490653983797,-42,-41,-90,65,53,-36,-48,61,25,-61,-2,-10,91,60,-13,-87
1490653983798,-13,-16,-109,-25,-90,-97,6,117,-10,29,29,-31,-128,-53,-55,-10
1490653983846,-28,-31,23,28,-59,65,49,32,7,-6,-63,-32,104,-26,-48,100
1490653983895,-28,22,29,-56,-64,116,99,43,-16,-11,11,45,60,-102,-9,26
1490653983944,-28,69,26,-2,-15,-87,-20,-38,-2,27,13,-61,101,-10,-33,-45
1490653983992,28,9,-65,106,99,118,91,127,40,-26,115,-118,20,39,11,-12
1490653984040,-45,84,26,-33,-31,-99,-128,39,-1,-48,-3,122,38,-35,70,-71
1490653984042,-7,-29,26,127,127,35,66,-83,28,0,-36,-1,-105,83,-119,-1
1490653984090,-10,-59,32,34,58,-128,-97,-51,-19,-35,-89,-73,-73,-75,-83,-88
1490653984139,33,-49,-124,-110,-30,-6,61,90,5,-7,6,85,-16,53,74,-58
1490653984187,-18,1,-67,-24,-90,-34,121,-47,13,34,96,-89,10,99,127,25
1490653984236,39,93,20,103,-34,32,-75,86,41,-52,50,-63,70,18,62,-23
1490653984284,6,3,60,73,-77,-24,0,14,-8,32,-80,78,66,-34,-36,6
1490653984285,-25,-1,19,127,34,98,10,-128,22,-3,27,-74,-19,57,-11,55
1490653984334,13,36,-58,98,127,79,68,89,-25,-102,-45,-48,-127,-74,-77,-53
1490653984382,4,6,127,12,-99,30,19,-17,-12,37,-114,-103,-107,8,66,4
1490653984431,-8,-53,-64,11,19,82,67,61,14,67,47,-26,-101,-59,-65,37
1490653984479,30,46,54,-65,74,-55,-57,-3,-23,-27,-117,3,-121,-25,-70,-116
1490653984480,-18,-12,-9,-80,-91,-91,-100,76,-30,-28,-99,43,19,-128,-74,-127
1490653984529,18,-47,-63,-2,-23,-19,101,-47,2,85,-94,-128,66,-48,24,92
